dialect,sarcasm,sentiment,original_sentiment,tweet,source
msa,False,neutral,positive,"""محافظ الجوف اليمنية: لا رجعة عن إنهاء الانقلاب واستعادة الدولة https://t.co/vwSO5wfvMZ#عكاظ #اليمن""",semeval
egypt,False,neutral,neutral,"""RT @islam_attia16: #واي_فاي_بيدور_عالبوكيمون امين انت ممكن تزعل منى عشان بوكيمون https://t.co/frqbYZVAIG""",semeval
msa,True,negative,negative,"""لكل من يريد ان يرى صورة الاسلام وهي مشوهة دعه يحضر يوم عاشوراء عند الشيعة""",semeval
msa,False,positive,positive,"ملايين فى الشوارع قبل العاشرة صباحا مشهد لم يره بلد فى العالم, كم أنت عظيم يا شعب مصر",astd
msa,False,negative,negative,الاعتقالات كالامطار بلا مبررات لكن الانقلاب يرفض حضور المحامين لتحقيقات النيابة,astd
egypt,True,negative,neutral,معقوله شما تشبهه هاري بوتر 😂😂😂😂😂😂😂😂 https://t.co/DyehqPY4kf,semeval
msa,False,neutral,neutral,"""https://t.co/fltwai7b5K صور.. ريكي مارتن يخطب رسام سوري""",semeval
msa,False,neutral,negative,"""#عاجل| #أونا| #لافروف: #واشنطن تسحب مقترحاتها حول #حلب وتعتذر عن المشاركة في #جنيفالتفاصيل .. https://t.co/Bnn2VKTWaw""",semeval
msa,False,neutral,positive,"""صور.. مديريات محافظة صنعاء تمظم فعاليات متنوعة بمناسبة ذكرى المولد النبوي الشريف - https://t.co/X5l5bvORYv https://t.co/Q95etAuHtW""",semeval
msa,True,negative,neutral,"""#لميس_الحديدي:وجود الفنانة #سما_المصري بـ #مهرجان_القاهرة_السينمائي سبب جدلا واسعا..وأرى أن هذا صخب بلا داعي وإن كان سخيفا في بعض الأوقات""",semeval
msa,False,positive,positive,"""RT @iraqitweet: لقد قضي الامر يا داعشفقد جائكم اصحاب البدلات السودجحافل ابطال قوات مكافحة الارهاب تنطلق الى مدينة #الموصل مع اقتراب ساعة…""",semeval
msa,False,neutral,negative,"""#إيران تهدد #الولايات_المتحدة بـ""رد صاعق""https://t.co/0HtPMxOXST#اسأل_أكثر""",semeval
msa,False,neutral,neutral,"""#اليمنية| #شايع يفتتح مكاتب إدارة المخدرات بعد إستكمال اعمال الصيانة والترميمhttps://t.co/4YrzurhtEC#التحالف_العربي_سند_اليمن""",semeval
msa,False,neutral,neutral,"""جبران تويني https://t.co/0L3ngHSJT9""",semeval
msa,False,positive,positive,"""ابطال الجيش السوري   النصر لهم  و لقائدهم الزعيم بشار اﻷسد https://t.co/DHRVl9qukY""",semeval
msa,False,neutral,negative,"""#لافروف: واشنطن سحبت اقتراحها بشأن تسوية الأزمة في #حلبلافروف: المسلحون الذين سيرفضون مغادرة حلب سيتم القضاء... https://t.co/fnFj7gcVo8""",semeval
levant,True,positive,positive,"""#عطنا_تغريده_مهايطيه ميريام فارس يوم غنت انا مش انانيه كانت تقصدني.""",semeval
msa,True,negative,negative,"""@sawabcenter داعش مجرمين قتلة ولكن النظام السوري من أحد الصناع لهم ويقتل أضعاف مايقتلون ويدمر كل سوريا  مارايكم به""",semeval
egypt,True,negative,negative,_ هذا هو نص المقال أتحداكم أن تنشروه كاملا لو كنتم رجالا مش هتبطلوا حقارة وتنضفوا شوية من باب التغيير,astd
gulf,False,neutral,neutral,RT @crybby90s: اللي يحبون كرتون افاتار وافلام هاري بوتر واستديو جيبلي وين ألقاهم ؟,semeval
msa,True,negative,negative,"""@faisal_al3oni @7adethA @DrDimashqiah تحكمون إذا كان الوطنيه هي في تأييد السيسي وشتم أردوغان وكلاهما حليف فتلك قسمة ضيزى""",semeval
egypt,False,positive,positive,"""اخيراً اقتنعت بالمغني الأمريكي جستن بيبر بعد ماسمعت أغنيته let me love u""",semeval
levant,False,neutral,neutral,"""@mobh_a @Alito_NBA @AHMEDGARNETT النظام ذَا بيخلي الأندية الكبيرة ما تصير مديونه مثل الوضع الحين""",semeval
levant,False,positive,positive,احلى #ضحكة بالعالم 😍 #كارمن_سليمان #كارمن #محبوبة_العرب #ارب_ايدول #البوم #أخباري #اخباري…,astd
egypt,False,neutral,neutral,"""انهى اروش ف مسكة السيجارة بوب ديلان ولا ديفيد بوى؟!""",semeval
msa,False,neutral,neutral,"""""إنه لمطر غزير سوف يهطل"". | بوب ديلان https://t.co/LlgsSdgPGm""",semeval
msa,False,neutral,negative,"""شقيق قيادي في جبهة النصرة هو احد اطراف البازار على حلب https://t.co/lm3xUycmaV""",semeval
egypt,True,negative,negative,"الإخوان يمارسون الشحاتة بمنطق ""إنتو كفار وهتروحوا النار بس أبوس إيديكو ساعدونا يا كفار عشان ربنا ينصر الإسلام""",astd
msa,False,negative,negative,"""لاحظت كم واحد من المتابعين اللي انتابع فيهم .. عندهم معايير مزدوجة ... احداث تظخم عندهم و احداث تتفه .. اني اراكم منافقين #ليبيا""",semeval
egypt,False,neutral,neutral,طب إيه المشكلة في أشغال طريق فاضي؟ عشان مين يعرف يتحرك بالضبط إذا الناس روحت؟,astd
msa,False,positive,positive,"""أخينا أبو عبدالله غوغل شهيدا جميلا ... تقبلك الله يا اخي .#فتح_الشام #الجنوب #درعا https://t.co/hyTDckO6dF""",semeval
msa,False,positive,positive,"""أحب كلامهاأحب صوتهاأحب ضحكتهاأحبها من كل قلبي💗🌸💗@nadinenjeim#نادين_نسيب_نجيم https://t.co/0RxFQNt9Pn""",semeval
msa,False,positive,neutral,الوقوف دقيقة حداد على ارواح شهداء احداث سيناء وعلى شهداء ثورة 25 يناير في بداية المؤتمر الجماهيري,astd
msa,False,negative,neutral,اسرائيل تدفع مليارات وتتفرغ سياسيا وعالميا لدعم الانقلاب ما حققه لها فى 100 يوم عجز زعماء صهيون عن تحقيقه فى 100 عام,astd
gulf,False,positive,neutral,نص اكاونتات هاري بوتر دارولي فولو 😂💗,semeval
egypt,False,negative,negative,"""بيتخيل نفسه ليه فورمة لازار وبيطير زي سوبر مان ولابس شميز بولو ع بوكسر اخضر وبليزر بترولي ولابس نضارة هاري بوتر الأ… https://t.co/U6TkQ2hwct""",semeval
msa,False,negative,neutral,على الـ الان محمد سامي يقول : الحكم على 700 انسان بالاعدام أمر مبهج !! اين وصلت الانسانية !! #مصر #القاهرة #الاخوان #الفلول,astd
msa,False,neutral,positive,"""RT @ahlalsunna2: #سوريا :الجيش السوري الحر يسيطر على قرى براغيدة والشيخ ريح والبل وجارز بريف حلب الشمالي بعد معارك مع تنظيم داعش""",semeval
egypt,False,neutral,positive,"""ميشال عون يحتفل بإعادة العلم اللبناني الموقع من مناصريه قبل 27 سنة إلى القصر الجمهوريhttps://t.co/FX3CSveFEU https://t.co/bWcfmOP0JQ""",semeval
msa,False,neutral,positive,"""في ختام زيارة رئيس الشؤون الإسلامية التركية لدولة #قطرونقاش مع #خالد_مشعلحول التجربة الرائدة للعدالةوالتنميةوالم… https://t.co/1b3twJKcYr""",semeval
egypt,False,neutral,positive,"""بموووووت بيونسيه""",semeval
egypt,False,negative,neutral,"""@x1_ye انتي بوكيمون ☻💔 ععآدي اصطادتك؟🙂""",semeval
msa,False,positive,neutral,"""@AnthonyElHaiby @youthshadowgov @FondationGt @Annahar خافوك فقتلوك١١ عاما دفاعاً عن لبنان العظيم #جبران_تويني""",semeval
egypt,False,positive,positive,#كريستيانو_رونالدو صاروخ ماديرا او قاذفة اللهب او الدون او التورنادو او السيداو الامراطور و المهم انه افضل لاعب عالمي,astd
msa,False,positive,positive,"""@ahmadabufarha21 حبيبنا احمد الشيخ المقدسي لن يترك ساحة الشام للمتميعه ولا للغلاه ثق هذا الكلام تماماً ،،حتى لو طالبتموه""",semeval
msa,False,neutral,positive,"""LifeTahrir: #لايف | منها خاصية طال انتظارها.. 8 مميزات حصرية في نظام تشغيل «#أندرويد نوجا»https://t.co/4QP4U3aGL8 https://t.co/EnZSfKlSAE""",semeval
gulf,False,neutral,negative,"""اتوقع شرد من سجن مدري من شي كذا ومشا كعابي اكثر من دوله لين وصل الهند اضن كان ف بريطانيا السجن ذا""",semeval
msa,False,neutral,neutral,"""#مدرب_سورية: خسارتنا أمام #المنتخب_القطري ليست مؤثرةhttps://t.co/HVg8JO9CxU#التصفيات_المؤهله_لمونديال_2018 https://t.co/xx3viAdoFg""",semeval
egypt,False,neutral,positive,"""@mor4630 @maged191919 @malali1988 تحقيق اعلى دخل مع #اوبر https://t.co/8xSZ1pgLGr""",semeval
msa,False,negative,negative,"""RT @rahimmoheby: #إيران.. إعتقال الشباب من أهل #السنة في المناطق الكردية. #الاعتقال #القمع https://t.co/ec8MZJCFIS  https://t.co/fMZ5onERLk""",semeval
msa,True,negative,negative,"""اصبحت الغارات ممله جدا #اليمن #صنعاء""",semeval
msa,False,neutral,positive,"""RT @realmadridarab: ⚽✅ #RMCityقد بدأ التدريب!#ريال_مدريد #هلا_مدريد https://t.co/V1JSgKxTAw""",semeval
egypt,True,negative,negative,"""@youm7 يا عم الديكتاتور حسام باريت نشوف محمد حمدى زكى بيلعب بلاش شغل مقبرة النجوم متعلمتش من أحمد الشيخ""",semeval
gulf,False,neutral,neutral,اطقم نسائي  ماركة غوتشي مع 3 اساور و 3 دبل مع علبة وكرت الماركة السعر 260ريال. https://t.co/dGdWjihX3R,semeval
msa,False,neutral,neutral,"""جمهوري ايراني اسلامي ليست اسلامية#كلمه_للناس_البارده#مصر #السعوديه #الامارات #سوريا #العراق #اليمن https://t.co/cCGW1yrEat""",semeval
msa,False,negative,negative,"""#حلب: الجماعات المسلحة قامت بتلغيم وتفخيخ #مشفى_القدس الواقع بين حيي #المشهد و #صلاح_الدين بعد خروجهم منه تحضيراً للخروج من الأحياء الشرقية.""",semeval
levant,True,negative,negative,"""@Zlatantmimi حتى مسجدنا له يومين يدعي بس وصخ ملعون محمي من روسيا وايران و امريكا""",semeval
msa,False,neutral,negative,لمن كان يسأل عن عنوان #ديوان_شيبان الذي يقام فيه #درس_الاثنين #الفحيحيل قطعة 9 شارع المخفر #انشر #الكويت …,astd
egypt,True,negative,negative,الله يخربيتك يا سيسي الكهربا قطعت هوبا فلول ستايل #انتخبوا_العرص #مرسي_رئيسي,astd
egypt,False,negative,negative,"""أحس الحياة مصنّفتني من ضمن قائمة "" حزب الضالين الغير مرضي عليهم "" .. يعلم الله إني مصلّيه ومسميّه مدري شمسويتلكم أنا ؟.""",semeval
msa,False,neutral,neutral,"""داعش تفقد احد اهم قادته الإعلامي "" أبو محمد الفرقان""  ولاية #الأنبار   https://t.co/H88xR2Urfm :""",semeval
msa,False,neutral,negative,#فلسطين #محرقة #الاحتلال_الصهيوني بحسب الجارديان محمود عباس: #الهولوكوست أبشع جريمة في العصر الحديث مع من يود,astd
msa,False,neutral,negative,"""عزاء الفنان الكبير الراحل  #محمود_عبدالعزيز ، وتعليق من الاعلامي #عمرو_اديب عن شائعات عدم تواجد #عادل_امام في العزاء https://t.co/jG9qLA7AuC""",semeval
msa,False,neutral,negative,دعبد المنعم أبو الفتوح لـ : فضلت خوض الانتخابات كمرشح مستقل لأمثل كافة طوائف الشعب المصرى,astd
msa,False,negative,negative,الحقيقة العارية,astd
msa,False,negative,negative,ومجتمع نريد استقراره وبناءه ديمقراطيا يعاني ومجلس عسكري تآكلت شرعيته ويصر على أخطائه التي باتت تهدد تماسك الدولة وتعيدنا للوراء,astd
levant,False,neutral,positive,"""@mohanadxoxo اليوم يمكن اجاني نوتفكيشن حسيت حالي بحساب جستن بيبر يعمي""",semeval
egypt,True,negative,neutral,"""6 أبريل بعد رفع اسم #أحمد_شفيق من قوائم الترقب والوصول: أخيرًا العمرة خلصتhttps://t.co/FudwgNtvCY https://t.co/MjDkVr6Zin""",semeval
msa,False,neutral,positive,"""هدية لوقفتكن مع حلب ومع جبهة النصرة.تحديدا@kuwaitweather @aliialsa3ed""",semeval
levant,False,negative,negative,كلما رأيت أطفالا مشردين ، جائعين ، محاصرين ، لاجئين ، نازحين ، أشعر بالخيانة ، الخيانة فقط #سوريا #أطفال_سوريا …,astd
msa,False,neutral,negative,"""شاهد #زبون #فرنسي غاضب يقتحم أحد متاجر #شركة_أبل  https://t.co/1OWbLJmgh0  #تكنولوجيا  @ChababsTweet https://t.co/qgVmfOdKhp""",semeval
msa,False,neutral,neutral,لماذا نتمسك بانتخابات تحت اشراف دولي ؟! أقرأ المقال كاملا …,astd
msa,False,neutral,neutral,"""بالصور .. شمسان بطلاً وحضرموت وصيفاً في بطولة الجالية الجنوبية بتبوك السعودية https://t.co/cKqKFQZGuq #عدن #اليمن https://t.co/a0iYFZHjtv""",semeval
msa,False,positive,positive,"""@A2A9A4 فيدرر سيعود بقوه #توقع""",semeval
msa,False,neutral,neutral,"""المونيتور يكشف: هذه رؤية ميشال عون للحكم في لبنان.. لعل وعسى تنجح ! https://t.co/nPFXf4dDTj https://t.co/lWoKsAd8yB""",semeval
msa,False,neutral,positive,"""#بنغازي القوات المسلحة الليبية تبسط سيطرتها بشكل كامل على الرابش القديم الواقع بالقاطع الرابع بمنطقة #قنفودة .""",semeval
egypt,True,negative,negative,والله ما عارف أضحك الله يحرق #ثانوية_عامة على مدرسينها واحد واحد,astd
gulf,False,neutral,neutral,"""@malak_alhusaini مابي أيفون ابي مبلغ مالي تكفين""",semeval
gulf,False,neutral,negative,"""RT @Shensawee: مصادري اكلتها الصخول والله عاد كيفي مو عاجبك في مكتبات في كتب في جوجل محرك بحث مخك نص ربية ندور بدالك مثلا""",semeval
msa,False,neutral,negative,"""RT @egl3000: اللواء شلالقوى مختلفة تريد ضرب الأمن في عدن✔نحن والحزام جهاز أمني واحد✔لايوجد معتقلين دون تهم بالسجون✔وحدات خاصة لملاحقة ب…""",semeval
msa,False,neutral,neutral,خطاب الرئيس يعني أنه صار مجال يسمح لدبلوماسيتنا ودبلوماسيينا بلعب سياسة واستخدام أوراق الضغط المختلفة,astd
msa,False,negative,negative,"""لم تعد #حماس من جسدالأمةلتشعربألمه  فهل باتت اقرب للجسد الصفوي النجاسه باتت اكثرمن الطهرفي حماس #حلب_الملحمة_الكبرى  https://t.co/yrziktbQ4a""",semeval
msa,False,neutral,positive,''وما النصر اﻻ من عند الله'',astd
levant,True,negative,negative,"""داعش ، حزب الله ، جبهة فتح الشام…الخوفيه اكثير وثاني مره لا تدرعم لان اسلوبك مُستفز وانتها نقاشي معك يا(معقد)…🙂@Mamno1987""",semeval
msa,False,neutral,positive,رحم الله سامر سليمان، كان مصريا مخلصا لقيم المواطنة والديمقراطية وأستاذا متميزا للاقتصاد السياسي، رحمه الله,astd
msa,True,negative,negative,قنوات العهر العربي تعرف بان هيلاري كلنتون تقدمت على منافسها في استطلاعات الراي بينما لاتعرف ماالذي حدث في صنعاء !,semeval
levant,True,negative,negative,"""صاير منتشر بشكل ويتفاخرون فيه امس شفت خبر عن المغني ريكي مارتن انه خطب واحد سويدي 😧😥 اعوذ بالله ...  #رونالدو_يعترف_ويفتخر_بالشذوذ""",semeval
msa,False,positive,positive,"""#بنغازي#البيضاءاجتماع مصالحة وتوافق بين قوتان عكسيتان منذ لحظات ونجحت المصالحةبارك الله في الأشخاص الذين وُفِّقُوا بين المتخاصمين 😂😂""",semeval
gulf,False,neutral,neutral,"""وش اكثر شي تشتريه من مواقع التواصل الاجتماعي ( انستقرام، فيس بوك، ايباي، امازون) #shopping #what_do_you_buy""",semeval
msa,False,neutral,neutral,متفق مع جوانب بمقال أحمد خالد توفيق وأعتقد أن التحفز ضد الحاكم دون فبركة أو كذب هو أمر مهم في بلد تعشق صناعة الفرعون,astd
egypt,True,negative,neutral,بادافع عن واحد قال عني شخصيا عميل وخائن وجاسوس وتسبب في تشويه سمعتي عند كثير من المصريين! شفتي إزاي؟!,astd
msa,False,neutral,neutral,"""زيت الكثافهعلاجللصلعالقشرهتساقط الشعريقوي الجذوريعطي لمعانبفترةوجيزه🌻الطلب👇وتس٠٥٥٨٩٤٥٨٢٢#الامارات_العراق… https://t.co/EiXJcwHx7V""",semeval
msa,False,neutral,neutral,"""@omgAdamSaleh @HarrisJOfficial جستن بيبر فرع اليمن""",semeval
msa,False,negative,negative,"""#عاجل | اندلاع مواجهات بين شبان وقوات الاحتلال في بلدة #عنبتا شرق #طولكرم قبل قليل#فلسطين""",semeval
msa,False,neutral,neutral,"""RT @verlorxxn: بانقتان هي الفرقه الوحيده الي تقوم الساعه ٦ الصباح و يرقصوا على بيونسيه https://t.co/Hzemco41rw""",semeval
egypt,False,positive,positive,ياخى الفجيكات دول يتحبوا من غير مقدمات كده :) #نوبة,astd
egypt,False,neutral,positive,"""@RamyAyach القائد رامي عياش : “اضربوا بيد من حديد يا شباب”… https://t.co/goVAN5cPfh https://t.co/sGkv45GPPB""",semeval
levant,False,negative,negative,"""@emadoB وبلا ما يضهرو معن نحن اصلاً شبابنا ربعن ماتو بالحرب و ربعن احتياط و ربعن ع شاكلة ريكي مارتن هالربع البقيان يتركولنا ياهن 😂""",semeval
msa,False,positive,positive,#بلال_فضل مفتقد مقالاتك جدا,astd
msa,False,neutral,positive,تواجدي خارج المملكة منعني مشاركتهم في تجهيز التيفو واعرف حجم التعب واﻻرهاق اللي يعانوه حالياً ويارب ﻻتضيع لهم تعب #الالتراس,astd
msa,False,neutral,positive,"""@NawalElZoghbi  https://t.co/OwYtCFUXxY أجمل اعلانات النجمة الذهبية نوال الزغبي ، بانتظارك في عمان 31/12/2016""",semeval
msa,False,neutral,positive,دبي تستضيف «برولايت آند ساوند» 31 الجاري——————————-دبي:«الخليج»أعلنت «ميسي فرانكفورت الشرق الأوسط»، عن إطلاق... https://t.co/z0RgVc6iB1,semeval
levant,False,positive,positive,"""قلو عيونو مش فجأة بينتسوو ضحكات عيونو ثابتين مابينقصو #فيروز #happhbirghday ❤️❤️❤️❤️""",semeval
msa,True,neutral,neutral,"""أهالي حلب يكتبون عهدهم على جدرانها بأنهم عائدون إليها #ستبقى_حلب ويفنى الطغاة #ازيحوا_السيسي_وبشار https://t.co/6IluHHZC0J""",semeval
egypt,True,negative,positive,الببلاوي: تصنيف الإخوان تنظيما إرهابيا قرار سياسي #الببلاوي #مصر,astd
gulf,True,negative,negative,@X_alt122 في الاخير تراه لاعب لاراح ولا جاءحسستوني انه ميسي ولا رنالدوماطيره للسماء الا انتم 😒ماشفتو خير اول مره تجيبون مهاجم يسجل 😂,semeval
msa,False,neutral,neutral,"""أقامت اللجنة الدينية في التحالف الوطني الديمقراطي السوري مكتب حلب برعاية احتفال عيد المولد النبوي الشريف في جامع... https://t.co/183YY2IHJN""",semeval
levant,False,negative,negative,"""أحمد.. حلمٌ بدّده كابوس السّرطان https://t.co/FiqJ8SuU3d #غزة #فلسطين""",semeval
msa,False,neutral,neutral,"""غدًا الثلاثاء ٢٢ نوفمبر الساعة ٧ مساءً في #معرض_الكويت_الدولي_للكتاب سأقدّم ندوة الكتّاب بين أفق التجريب وممكنات النجاح أتشرف بكم ❤️""",semeval
msa,False,neutral,neutral,"""مندوبة #واشنطن: ندين كل الهجمات على المدنيين ومنها الهجمات من جماعات المعارضة، ونتفق مع #روسيا انه لا يوجد اي مبرر لاي هجمات على المدنيين""",semeval
msa,False,neutral,positive,"""التّحضيرات النهائية لاضاءة شجرة الميلاد في مدينة النبطية #Lebanon #Christmas https://t.co/AbEzDuSwXA""",semeval
egypt,False,negative,negative,"""@Molybes فرنسا ..هولاند ماشى وجى اليمن المتطرف بقيادة مارى لوبان زى ترامب كده""",semeval
egypt,False,negative,negative,صور مفتي الإخوان المسلمين القرضاوي مع حاخام يهود ومع طغاة العرب #إنصاف_الإخوان,astd
msa,False,neutral,positive,"""أبل تخطط لتوحيد خدماتها في منصة سحابية واحدةhttps://t.co/pRnFPBq3Dj""",semeval
msa,False,neutral,neutral,"""كيف سيرد #بوتين على توسع #الناتو#سبوتنيك #روسيا  https://t.co/TR4uCNthXx https://t.co/dGZQNnAK94""",semeval
msa,False,negative,negative,تجاهل مبارك للفقراء لم يكن نابعا عن إهمال فقط وإنما فلسفة تقوم على احتقار الفقراء لأنهم فشلوا فى الثراء,astd
msa,False,neutral,positive,"""#ميشال_عون يؤكد حرص بلاده على تعزيز العلاقات اللبنانية السعودية#السعودية #ksa #saudi #الرياض #جدة #مكة #لبنان… https://t.co/LTLrwVUtAy""",semeval
egypt,False,positive,positive,"""RT @hassahQ8: وطني الحبيب. وهل أحب. سواه.   الوطن. غالي مايحس بغلاته  الا. ألي فاقده. ياالله. ياكريم ترجع. سوريا  مثل. قبل. وأحسن 🌹🌹""",semeval
msa,False,neutral,negative,"""#العصيان_المدني_السوداني_19ديسمبرلو الناس طلعا ما تياس و تقول العصيان فشل..الاهم هو خوف الحكومه مننا و من ضغط المجتمع الدولي و الاعلام""",semeval
egypt,False,positive,positive,#تحيا_مصر #مصر_جميلة #مصر_المحروسة #السيسي_هايصالح #السيسي_رئيسي_2014,astd
egypt,False,positive,positive,"""RT @Paradise__PA: الباقي:هو وحده له البقاء، الدائم الوجود الموصوف بالبقاء الأزلي، غير قابل للفناء فهو الباقي بلا انتهاء""٩٦""اللي يحفظه رتويت…""",semeval
egypt,False,positive,neutral,"""الله الله 😍 #حزب_الاعاده""",semeval
msa,False,neutral,positive,"""الحكومة الفلسطينية ومؤسسات المجتمع الدولي تطلقان خطة الاستجابة الانسانية لعام 2017 https://t.co/MbgoNcbfuG https://t.co/1K4JtqMwSM""",semeval
msa,False,negative,negative,من المؤسف ان يتراجع الرئيس عن وعوده لقد وعد الرئيس مرسي المصريين بإصلاح تشكيل لجنة الدستور وهاهو يتراجع عن وعده وينقض العهد شيء معيب,astd
egypt,True,negative,neutral,حوار الأخوان شاركوا من اوي 25 ولا 28 مش مهم، و حتى حوار بطلوا مشاركة امتى مش مهم، المهم عملوا ايه في البرلمان و الرئاسة و التأ,astd
msa,False,neutral,negative,ان اللون الرمادي ليس له محل من الاعراب يا ابيض يا اسود #علمتني_الثورة,astd
msa,False,negative,negative,"""فضيحةالاعتذارتشكل إهانة لفريق #هادي وأن رسائل #واشنطن له لاتعدو كونها أوامر يتم تنفيذها..ماانت الاخادم لها#اليمن  https://t.co/8Uq296BBnH""",semeval
egypt,True,negative,neutral,عبد الناصر عمل وحدة مع سوريا وبدأ بالياميش سيسي هيعمل وحدة مع اسرائيل وبدأها بالطماطم,astd
msa,False,negative,negative,دم شهيدات المنصورة يدين وحشية المجرمين الذين قتلوهن ويحق عليهم القصاص ولا يبرئ وحشيةالمتعصبين الذين القوهن الى التهلكة ويجب عليهم الاعتزال,astd
msa,False,negative,neutral,"""والله حال العرب يرثى له ،، المفروض كل العرب مع قضيه إخوانا في حلب ، هذا اذا كنت مسلم حقيقي ،،مش كلام بس 😩☹️️ #مليارات_العمره_علي_هوي_مصر""",semeval
msa,False,neutral,positive,"""وهاب عبر تويتر: وجود سليم جريصاتي في العدل مع دعم الرئيس عون قد يسمح بتنظيف القضاء#وهاب #لبنان #اللواء""",semeval
msa,False,neutral,negative,"""ترامب يتهم الجمهوريين بالحاق الضرر بحملته: واشنطن (أ ف ب) - اتهم دونالد ترامب الثلاثاء نظراءه الجمهوريين بقلة... https://t.co/P4b5Zh6OEB""",semeval
gulf,True,negative,negative,"""@discovery_2011 ترى لموضوع كله على تركيا وادوغان اوباما شدخله !؟ وحاط كدام اسمه م/ بول بعير""",semeval
msa,False,positive,positive,"""@Christine_Habib @RamyAyach رامي عياش... فخامة الاسم تكفي...مبدع و فنان شامل ❤""",semeval
msa,False,neutral,negative,"""هل #كيري خارج الخدمة؟ألا يعرف أن الهدنة انتهت؟ ماذا يريد الملا كيري؟ https://t.co/rOKH4kB7pc""",semeval
msa,False,neutral,neutral,"""للهمتمين في #الاقتصاد_الإسلامي #التمويل_الإسلامي هذه آخرالإصدارات التي اقتنيتها من #معرض_الكويت_الدولي_للكتاب… https://t.co/7Xa0nJUR1t""",semeval
msa,False,neutral,neutral,"""من هي صاحبة أفضل إطلالة سوداء في افتتاح #مهرجان_القاهرة_السينمائي؟#شاركنا_برأيك على الرابط التاليhttps://t.co/3uYJvWhayG#روتانا #مشاهير""",semeval
msa,False,positive,neutral,"""احلى فيتو من اقوى حلفاء اصدقاء شرفاء #روسيا_و_الصين عاشت ايدكم ✌️✌️️ شكرآ #الصين شكرآ #روسيا #سوريا استودعناكي ا… https://t.co/0oOkb7oUyd""",semeval
msa,False,neutral,negative,"""محافظة #صنعاء: 3 غارات لطيران العدوان السعودي الأمريكي على منطقة ذباب بمديرية #بني_حشيش #MUNARS #زياره_الاربعين #MannequinChallenge #HTGAWM""",semeval
msa,False,neutral,neutral,"""تفعيل الترجمة دون اتصال بالإنترنت علي iOS https://t.co/s7BDUAkHcG #iOS10 #ايفون https://t.co/gZPGCvME97""",semeval
msa,False,positive,positive,"""#انتفاضت_الأذان #القدس #مهذبون  الله أكبر .. الله أكبر https://t.co/I9GIJPitiJ""",semeval
egypt,True,neutral,negative,احرق دم الاخوان و ادبح بدل الخروف اثنين و انصر الغلبان,astd
egypt,False,positive,positive,"""عن فخامة الصورةة أتحدث $ #ريال_مدريد https://t.co/fPpWwOt4U1""",semeval
msa,False,neutral,positive,"""""@youm7: ننشر تفاصيل قبول تظلم #أحمد_شفيق ورفع اسمه من قوائم ترقب الوصولhttps://t.co/9AK7FhRhIy https://t.co/a63qIzhLiP""""",semeval
msa,False,neutral,positive,"""الهبه الجديده #SuperMarioRun https://t.co/BirAdZdXYH""",semeval
msa,False,negative,neutral,"نحن بحاجة إلى وسطية في المعاملات واعتدال في المواقف و الا تعرضنا لعوامل هدم المجتمعات الكبرى"" #مصر #تونس #لبنان #الإمارات #فلسطين",astd
msa,False,neutral,neutral,"""RT @Teetah4: يقول الدكتور مصطفى محمود في كتابه (الأسلام السياسي والمعركة القادمة) سيشهد التاريخ أن عبدالناصرتسلم مصر وهي اسمها http://t.co/…""",semeval
msa,False,negative,neutral,"""@BQ8y اخ بندر الا ترى ان الشعوب الغربيه اتجهت الى حزب اليمين المتطرف ومالسبب في ذلك""",semeval
msa,False,neutral,negative,"""إسرائيل تعتقل 2355 مقدسيا خلال عام #السعودية https://t.co/FE0AsiOjSq""",semeval
egypt,False,neutral,negative,"""@amrmsalama @EGYPTAIR مصري البيقول ولا يهودي""",semeval
msa,False,neutral,positive,اخخخ يا فيدرر ❤️❤️❤️ .... عطوني افاتارات له,semeval
msa,False,positive,positive,"""وسيذكر التاريخ ان احمد الشيخ اول مصري عمل مانيكان تشالنج""",semeval
msa,False,negative,positive,ليس بمقدور احد ان يعيد المصريين الى حظيرة الخوف لقد الثورة كسرت حاجز الخوف الى الأبد لن نتراجع عن مطالب الثورة ولو صدر ضدنا الف حكم,astd
msa,False,negative,negative,"""@ibn_alarb عندما كانت كلينتون وزيرة للخارجية الامريكية كانت هي من اعطت بوش الابن تفويضاً لغزو العراق""",semeval
msa,False,neutral,neutral,"""#تغطية_خاصة | رئيس اتحاد الإعلاميين اليمنيين عبدالله صبري:التحرك الأخير لإدارة أوباما عبر #كيري  يأتي مع إعلان... https://t.co/NcRVXIikx9""",semeval
msa,False,neutral,negative,"""عاجل #فرنسا|القضاء يدين مديرة صندوق #النقد_الدولي كريستين #لاجارد بتهمة الإهمال https://t.co/pDDGsDFvum""",semeval
msa,False,positive,positive,# أبو الفتوح أعمل مع مجموعة رائعة من شباب الثورة وأقول لهم أحب ان تقودوني للعمل وأن نعمل كفريق ومن يجرح فين,astd
egypt,True,negative,negative,رغم إن الصحافة رسالة إلا ان فيه صفحات كاملة بتتكلم عن #صافيناز #سما_المصري #حلاوة_روح ودي كارثة #2014,astd
msa,False,neutral,positive,"""Just Enough Administration = #JEAميزة جديدة في ويندوز ٢٠١٦ لتحكم اكثر في نظام الصلاحيات.#أمن_المعلومات  https://t.co/SwLoWMgsEG""",semeval
egypt,False,positive,positive,بسمة أمل - أحلى متعة في الدنيا,astd
